Cod Empresa;Cod Item;Descricao;Qtde;C Cst Ctbil;F Cst For;Cst Cbil For;Pven Ic;Pven For;M1;M2;M3;M4;M5;M6;Curva;Ultima Compra;Ultima Venda;Pedido;Curva Portal;Locacao;Nome Fornecedor;Possui Pis;Possui Cofins;Status;Forn;Aplicacao
9;90573301;JUNTA DA BOMBA OLEO;4;99,29;99,28;132,01;310,59;310,59;0;0;3;0;0;0;C;05/06/2026;14/05/2026;MAL54;C;107XG1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, ASTRA B - 1999 A 2011, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, TIGRA - 1998 A 2000
9;90873208;COXIM DIANTEIRO DO CAPO;1;12,92;1,87;12,92;48,39;48,39;0;0;0;0;0;0;D;26/12/2025;27/12/2025;RA1284;D;105DG1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2020 A 2021, TRACKER 3 - 2021 A 2021
9;92272819;BATENTE SUP AMORTECEDOR DIANTEIRO;9;6,93;9,28;21,20;20,96;20,96;18;0;2;11;12;1;A;13/07/2026;01/08/2026;COPA47;A;109AJ1;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020
9;93205290;FLUIDO DE FREIO DOT4;61;13,85;14,58;15,14;30,09;30,09;34;14;71;47;84;55;A;22/04/2026;30/07/2026;ABRR31;A;146DA1;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2013 A 2019
9;93206675;VELA IGNIÇÃO;24;17,73;16,37;14,86;42,26;42,26;9;20;8;16;16;8;A;02/07/2026;22/07/2026;COPA35;A;197BB;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, GRAND BLAZER - 1997 A 2002, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, OMEGA A - 1993 A 1998, PRISMA A - 2007 A 2012, S10 A - 1995 A 2011, SILVERADO - 1997 A 2002, SPIN - 2013 A 2020, UTILITARIOS - 1985 A 1996, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93221445;JUNTA DO CABEÇOTE;14;90,58;72,63;126,73;322,39;322,39;11;21;11;14;16;10;A;05/06/2026;31/07/2026;MAL54;A;108BH1;GM - Brasil;Sim;Sim;Ativo;1;CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019
9;93221446;VELAS IGNIÇÃO;27;14,51;19,50;19,48;34,25;34,25;60;64;36;84;56;44;A;07/04/2026;31/07/2026;NMA50;A;197BB;GM - Brasil;Não;Não;Ativo;1;BLAZER - 1996 A 2011, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, S10 A - 1995 A 2011, S10 B - 2012 A 2020
9;93230926;VELA IGNIÇÃO;268;13,36;17,86;18,12;35,95;35,95;36;64;44;48;117;80;A;07/04/2026;31/07/2026;NMA50;A;197AC;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, ASTRA B - 1999 A 2011, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA B - 2002 A 2012, KADETT - 1989 A 1998, MERIVA - 2002 A 2012, MONTANA B - 2011 A 2020, MONZA - 1982 A 1996, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93230927;VELA DE IGNIÇÃO;197;11,92;15,62;16,18;29,49;29,49;4;4;4;4;8;4;A;31/05/2024;20/07/2026;MAE24;A;113QB;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, ASTRA A - 1995 A 1996, ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, KADETT - 1989 A 1998, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, MONZA - 1982 A 1996, OMEGA A - 1993 A 1998, OPALA - 1969 A 1992, PRISMA A - 2007 A 2012, S10 A - 1995 A 2011, UTILITARIOS - 1985 A 1996, VECTRA A - 1994 A 1996, VECTRA B - 1997 A 2005, ZAFIRA - 2001 A 2012
9;93236421;VEDADOR TRASEIRO DO CÂMBIO;1;23,37;23,37;23,37;75,28;75,28;0;0;2;0;1;1;B;31/07/2026;30/05/2026;JLL11;B;106QD1;GM - Brasil;Sim;Sim;Ativo;1;BLAZER - 1996 A 2011, OPALA - 1969 A 1992, S10 A - 1995 A 2011, UTILITARIOS - 1985 A 1996
9;93242870;BATENTE AMORTECEDOR DIANTEIRO;1;29,27;27,97;27,97;68,44;68,44;0;0;0;0;0;0;D;26/03/2024;23/09/2025;MACO13;D;106QB1;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, VECTRA B - 1997 A 2005, VECTRA C - 2006 A 2011
9;93248331;VELA DE IGNIÇÃO;12;16,60;23,25;23,25;22,48;22,48;0;0;0;0;0;0;D;22/02/2024;14/03/2024;FRVR16;D;197AB;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, MERIVA - 2002 A 2012, S10 B - 2012 A 2020, VECTRA A - 1994 A 1996, VECTRA B - 1997 A 2005, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93248359;BUCHA DO PIVO DA TAMPA TRASEIRA LE;1;5,47;5,47;5,47;13,47;13,47;0;0;2;1;0;3;B;06/01/2026;22/05/2026;PFHY03;B;106AA1;GM - Brasil;Sim;Sim;Ativo;1;S10 A - 1995 A 2011
9;93248360;BUCHA PIVO TAMPA TRASEIRA LD;5;5,21;7,11;7,13;12,97;12,97;0;0;0;1;0;3;C;18/12/2025;30/04/2026;CVA60;C;106AA1;GM - Brasil;Sim;Sim;Ativo;1;S10 A - 1995 A 2011
9;93257666;TAMPÃO NÍVEL;2;153,02;10,80;107,83;363,14;363,14;0;0;0;0;0;0;D;27/10/2025;09/09/2025;RA1005;D;107AH1;GM - Brasil;Não;Não;Ativo;1;BLAZER - 1996 A 2011, S10 A - 1995 A 2011
9;93259380;PROTETOR DE CALOR COLETOR;45;111,02;111,01;144,44;356,11;356,11;3;7;29;32;12;10;A;29/06/2026;29/07/2026;COPA33;A;105DL1;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, KADETT - 1989 A 1998, MONZA - 1982 A 1996, S10 A - 1995 A 2011, S10 B - 2012 A 2020, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93262494;VOLANTE DO MOTOR;2;557,17;578,64;557,17;1.923,87;1.923,87;0;0;0;0;1;1;C;05/05/2026;26/03/2026;ABRR45;C;154PB1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, COBALT - 2012 A 2020, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, TIGRA - 1998 A 2000
9;93268896;CINTA;19;0,37;0,37;0,38;1,67;1,67;9;4;8;4;16;0;A;14/07/2026;31/07/2026;CVA170;A;110PH1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CAMARO - 2011 A 2015, CAMARO CONV. B - 2017 A 2021, CAMARO COUPE NG - 2017 A 2021, COBALT - 2012 A 2020, CRUZE A - 2012 A 2016, CRUZE B - 2017 A 2019, EQUINOX - 2018 A 2019, MALIBU - 2013 A 2013, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, S10 B - 2012 A 2020, SONIC - 2012 A 2014, SPIN - 2013 A 2020, TRACKER B - 2014 A 2019, TRAILBLAZER - 2013 A 2020
9;93270246;COXIM PAINEL DO RADIADOR;29;57,49;57,49;57,49;147,59;147,59;2;1;10;4;2;0;A;23/06/2026;31/07/2026;COPA09;A;114BC1;GM - Brasil;Não;Não;Ativo;1;BLAZER - 1996 A 2011, S-10 - 1995 A 2011
9;93275736;VALVULA TERMOSTATICA;202;36,69;24,95;24,97;111,23;111,23;45;70;53;153;59;29;A;08/07/2026;30/07/2026;COPA43;A;114BA;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019
9;93276069;FILTRO DE AR;11;32,48;54,78;81,44;100,96;100,96;0;0;0;0;0;0;D;28/02/2025;26/12/2025;FILT43;D;145SA1;GM - Brasil;Sim;Sim;Obsoleto;1;BLAZER - 1996 A 2011, S10 A - 1995 A 2011
9;93277629;KIT ROLAMENTO RODA TRASEIRA;82;262,24;258,74;262,24;754,50;754,50;70;148;148;115;134;103;A;31/07/2026;31/07/2026;JLL15;A;198AA1;GM - Brasil;Não;Não;Ativo;1;BLAZER - 1996 A 2011, S10 A - 1995 A 2011
9;93277688;BUCHAS BANDEJA SUPERIOR;1;38,93;73,66;51,36;124,10;124,10;0;0;0;0;0;0;D;04/04/2025;11/06/2025;FLO01;D;107QD1;GM - Brasil;Não;Não;Ativo;1;BLAZER - 1996 A 2011, S10 A - 1995 A 2011
9;93278411;ANEL VEDAÇÃO BOBINA IGNIÇÃO;13;3,87;5,08;3,87;13,57;13,57;2;15;1;0;1;11;A;17/03/2026;17/07/2026;NMA07;A;111TC1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, KADETT - 1989 A 1998, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, MONZA - 1982 A 1996, PRISMA A - 2007 A 2012, VECTRA A - 1994 A 1996
9;93279382;CAPA TRASEIRA DA CORREIA DENTADA;2;97,93;97,56;97,93;219,06;219,06;1;0;1;0;1;0;B;31/07/2026;14/07/2026;RA0722;B;105RC1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012
9;93281612;FILTRO DE COMBUSTÍVEL;14;16,50;14,97;21,00;44,29;44,29;0;1;0;0;0;0;D;17/10/2024;27/06/2026;TOU19;D;113PA;GM - Brasil;Não;Não;Obsoleto;1;ASTRA B - 1999 A 2011, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, PRISMA A - 2007 A 2012, VECTRA B - 1997 A 2005, ZAFIRA - 2001 A 2012
9;93282665;JUNTA DO CABEÇOTE;14;93,97;91,31;121,71;331,42;331,42;36;26;24;20;27;27;A;20/07/2026;29/07/2026;MAL54;A;105QD1;GM - Brasil;Sim;Sim;Ativo;1;BLAZER - 1996 A 2011, S10 A - 1995 A 2011, S10 B - 2012 A 2020
9;93286309;ADITIVO RADIADOR CONCENTRADO ACDELCO;96;30,24;29,72;31,34;85,78;85,78;41;17;33;28;26;38;A;30/07/2026;01/08/2026;JLL28;A;159PA1;GM - Brasil;Sim;Sim;Ativo;1;AC-DELCO 19525817 CONCENTRADO 
9;93288274;TAMPA RESERVATÓRIO RADIADOR;44;16,43;21,33;21,61;37,29;37,29;2;9;9;17;8;35;A;08/07/2026;30/07/2026;CVA161;A;110RD1;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, CHEVETTE - 1973 A 1994, CORSA B - 2002 A 2012, KADETT - 1989 A 1998, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONZA - 1982 A 1996, OMEGA A - 1993 A 1998, S10 A - 1995 A 2011, UTILITARIOS - 1985 A 1996, VECTRA A - 1994 A 1996, VECTRA B - 1997 A 2005, ZAFIRA - 2001 A 2012
9;93290890;BUCHA BARRA ESTABILIZADORA DIANT;58;8,24;8,29;11,05;22,75;22,75;4;0;4;38;4;0;A;13/07/2026;27/07/2026;COPA47;A;107TG1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, PRISMA A - 2007 A 2012
9;93291111;ADESIVO PARA-BRISA;1;130,65;225,90;130,65;246,87;420,87;0;0;0;0;0;0;D;11/11/2024;18/11/2024;SEMPRE VIC. TAIGO;D;109AC1;GM - Brasil;Sim;Sim;Ativo;1;ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, KADETT - 1989 A 1998, OMEGA A - 1993 A 1998, S10 A - 1995 A 2011, VECTRA A - 1994 A 1996, VECTRA B - 1997 A 2005, ZAFIRA - 2001 A 2012
9;93294583;JUNTA CABEÇOTE;10;83,94;116,18;83,94;308,65;308,65;17;15;16;7;11;20;A;05/06/2026;30/07/2026;MAL54;A;105BD1;GM - Brasil;Sim;Sim;Ativo;1;COBALT - 2012 A 2020, CORSA B - 2002 A 2012, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020
9;93295145;ÓLEO TRANSMISSÃO AUTOMÁTICA DEXRON III;11;55,87;84,33;42,96;135,87;135,87;0;0;0;0;0;1;D;16/07/2025;04/02/2026;JUL07A;D;125AA1;GM - Brasil;Sim;Sim;Ativo;1;PRISMA - 2008 A 2019, CELTA - 2001 A 2019, CORSA NOVO - 2002 A 2012, CORSA CLASSIC - 1994 A 2019, MONTANA - 2004 A 2019, ASTRA - 1995 A 2011, VECTRA - 1994 A 2012, MERIVA - 2002 A 2012, ZAFIRA - 2001 A 2012, AGILE - 2009 A 2019, COBALT - 2012 A 2019, ONIX - 2013 A 2019, SPIN - 2013 A 2019, CRUZE - 2012 A 2019, CORSA PICKUP - 1997 A 2003, KADETT - 1989 A 1998, OMEGA - 1993 A 2011, SONIC - 2012 A 2014, TIGRA - 1998 A 2000, MONZA - 1982 A 1996, CAPTIVA - 2008 A 2014, TRACKER - 2001 A 2020, CALIBRA - 1994 A 1995, OPALA - 1969 A 1992, CHEVETTE - 1973 A 1994, IPANEMA - 1989 A 1998, SUPREMA - 1994 A 1998, SILVERADO - 1997 A 2002, TRAILBLAZER - 2013 A 2020, MALIBU - 2010 A 2012, CAMARO - 2011 A 2014, S-10 - 1995 A 2020, BLAZER - 1996 A 2011
9;93296979;ISOLADOR BUCHA BARRA ESTABILIZADORA;8;6,04;8,08;8,09;19,55;19,55;0;0;4;0;11;0;C;30/06/2026;13/05/2026;COPA40;C;111PA1;GM - Brasil;Não;Não;Ativo;1;CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017
9;93304811;PARAFUSO DO CABEÇOTE;93;9,67;12,30;12,30;24,39;24,39;40;81;51;78;30;54;A;08/07/2026;29/07/2026;CVA161;A;111QG1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019
9;93304910;CILINDRO ATUADOR EMBREAGEM;34;79,37;107,34;107,50;242,16;242,16;6;4;1;5;2;20;A;17/03/2026;30/07/2026;NMA09;A;150QA1;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, VECTRA C - 2006 A 2011
9;93305641;COXIM DO MOTOR DIREITO;1;103,33;103,33;134,42;266,67;266,67;1;1;1;0;2;0;B;09/07/2026;16/07/2026;COPA09;B;114 AC1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012, TIGRA - 1998 A 2000
9;93306421;VARETA OLEO;2;33,19;32,11;33,19;79,64;79,64;0;3;0;1;1;1;B;16/07/2026;02/07/2026;RA0716;B;107BC2;GM - Brasil;Sim;Sim;Ativo;1;CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA WAGON - 1994 A 2017, MONTANA A - 2004 A 2011, PRISMA A - 2007 A 2012, MERIVA - 2002 A 2012
9;93307462;ÓLEO MINERAL MOTOR SAE 20W50 API SL;147;20,65;31,99;28,29;1.600,47;66,68;249;138;81;65;86;64;A;30/07/2026;03/08/2026;JUN20A;A;125AA1;GM - Brasil;Sim;Sim;Ativo;1;CELTA - 2001 A 2006, CORSA CLASSIC - 1994 A 2005, MONTANA - 2004 A 2005, CORSA NOVO - 2002 A 2005, ASTRA - 1995 A 2003, VECTRA - 1994 A 2005, MERIVA - 2002 A 2005, ZAFIRA - 2001 A 2004, CORSA PICKUP - 1997 A 2003, OMEGA - 1993 A 1998, KADETT - 1989 A 1998, TIGRA - 1998 A 2000, MONZA - 1982 A 1996, TRACKER - 2002 A 2009, IPANEMA - 1989 A 1998, CALIBRA - 1994 A 1995, CHEVETTE - 1973 A 1994, OPALA - 1969 A 1992, SUPREMA - 1994 A 1998, S-10 - 1995 A 2004, BLAZER - 1996 A 2004
9;93310171;LUVA TUBO;2;0,97;0,97;1,25;6,56;6,56;0;2;0;0;2;0;B;09/07/2026;15/06/2026;CVA150;B;106AC2;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, COBALT - 2012 A 2020, CORSA B - 2002 A 2012, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, SPIN - 2013 A 2020, VECTRA B - 1997 A 2005, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93310435;SONDA LAMBDA;10;182,85;218,64;218,64;606,19;606,19;0;1;0;1;1;0;C;08/05/2025;06/07/2026;PEAB10;C;106BG1;GM - Brasil;Sim;Sim;Ativo;1;CELTA - 2001 A 2016, CORSA B - 2002 A 2012, CORSA A - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, PRISMA A - 2007 A 2012
9;93312682;FILTRO DE COMBUSTÍVEL;4;22,47;31,92;22,48;86,72;86,72;0;0;3;1;3;2;A;12/08/2025;26/05/2026;ATG13;A;144ZC1;GM - Brasil;Sim;Sim;Obsoleto;1;ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, S10 A - 1995 A 2011, S10 B - 2012 A 2020, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93316245;FILTRO DE COMBUSTÍVEL;298;14,34;14,75;14,34;40,49;40,49;70;94;65;77;75;65;A;31/07/2026;03/08/2026;JLL47;A;113PC;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, CRUZE A  - 2012 A 2016, CRUZE B - 2017 A 2019, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;93317147;TAMPA COMANDO VÁLVULAS;7;198,77;198,77;270,66;505,53;505,53;1;5;3;1;1;3;A;02/07/2026;06/07/2026;RA0676;A;106SC1;GM - Brasil;Não;Não;Ativo;1;ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, KADETT - 1989 A 1998, S10 A - 1995 A 2011, VECTRA B - 1997 A 2005, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93320013;TAMPA RESERVATÓRIO PARA-BRISA;2;8,26;8,26;8,26;20,43;20,43;0;0;0;0;0;0;D;25/06/2026;17/05/2025;DD0623;D;113CB1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, BLAZER - 1996 A 2000, CALIBRA - 1994 A 1995, CORSA NOVO - 2002 A 2012, MERIVA - 2002 A 2012, MONTANA - 2004 A 2011, MONTANA NOVA - 2011 A 2014, OMEGA - 1993 A 1998, S-10 - 1995 A 2000, VECTRA - 1994 A 1996
9;93321435;PARA-BARRO DA RODA DIANTEIRA LD;4;20,55;21,07;27,69;61,44;61,44;0;0;0;2;0;0;C;16/06/2026;29/04/2026;LOT11M;C;PARABA25;GM - Brasil;Não;Não;Ativo;1;CORSA B - 2002 A 2012, MONTANA A - 2004 A 2011
9;93321867;TAMPA ACABAM COLUNA DIREÇÃO;1;72,03;93,67;95,10;160,26;160,26;0;0;0;0;0;0;D;05/05/2025;13/02/2025;RA0434;D;108GG1;GM - Brasil;Não;Não;Ativo;1;CORSA - 1997 A 2017
9;93325128;BIELA DO MOTOR;10;96,76;87,34;122,53;282,16;282,16;11;17;25;12;34;47;A;04/04/2026;03/08/2026;NMA52;A;198BA1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, ASTRA B - 1999 A 2011, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, COBALT - 2012 A 2020, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012
9;93326080;ENGRENAGEM COMANDO DE VÁLVULA;46;49,02;48,98;65,82;178,63;178,63;21;5;9;14;7;10;A;30/07/2026;30/07/2026;JLL15;A;106SB1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, COBALT - 2012 A 2020, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, SPIN - 2013 A 2020
9;93326521;TAMPA RESERVATÓRIO ÁGUA RADIADOR;18;14,93;14,93;14,93;35,75;53,34;55;18;23;35;36;13;A;31/07/2026;31/07/2026;RA0727;A;105QC1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, ASTRA B - 1999 A 2011, BLAZER - 1996 A 2011, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, PRISMA A - 2007 A 2012, S10 A - 1995 A 2011, VECTRA C - 2006 A 2011, ZAFIRA - 2001 A 2012
9;93328876;TAMPA CORREIA DENTADA;7;61,32;63,18;61,32;141,87;141,87;8;7;0;9;4;2;A;29/07/2026;31/07/2026;RA0726;A;161BB1;GM - Brasil;Não;Não;Ativo;1;CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017
9;93333632;ALMA PARA-CHOQUE DIANTEIRO;3;684,09;684,09;684,09;1.850,66;1.850,66;1;0;1;1;0;1;B;31/07/2026;08/07/2026;JLL42;B;162RA1;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, PRISMA A - 2007 A 2012
9;93333868;SUPORTE DO PEDAL DE EMBREAGEM;5;15,73;21,37;21,91;35,79;35,79;1;1;1;0;4;7;A;16/04/2026;17/07/2026;RA0442;A;106BA1;GM - Brasil;Não;Não;Ativo;1;CORSA B - 2002 A 2012, MERIVA - 2002 A 2012
9;93339100;PORCA ROLDANA ESTEPE;1;6,68;6,68;8,82;15,99;15,99;0;0;0;1;1;1;B;25/04/2026;28/04/2026;CVA133;B;106CK;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, SPIN - 2013 A 2020, PRISMA B - 2013 A 2019
9;93341863;CABO EMBREAGEM;17;86,29;129,54;126,04;227,58;227,58;1;3;1;2;2;1;A;18/02/2026;11/07/2026;NFV22;A;108GB1;GM - Brasil;Não;Não;Ativo;1;CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, PRISMA A - 2007 A 2012
9;93344704;ADITIVO DILUIDO VERMELHO PARA RADIADOR ORIGINAL ACDELCO;265;16,35;16,18;17,14;46,71;46,71;78;78;71;139;117;80;A;27/07/2026;03/08/2026;JLL28;A;146DA1;GM - Brasil;Sim;Sim;Ativo;1;AC-DELCO 19525818 PRONTO PRA USO 
9;93344705;ADITIVO RADIADOR 5 LITROS;206;77,51;77,40;77,51;223,45;223,45;25;30;26;21;5;28;A;31/07/2026;30/07/2026;JLL28;A;146DA1;GM - Brasil;Sim;Sim;Ativo;1;
9;93344759;ALAVANCA EMBREAGEM;6;115,11;116,27;115,11;288,39;288,39;0;1;3;3;0;4;A;05/06/2026;02/07/2026;CVA16M;A;107PH1;GM - Brasil;Não;Não;Ativo;1;AGILE - 2010 A 2014, CALIBRA - 1994 A 1995, CELTA - 2001 A 2016, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, KADETT - 1989 A 1998, MONTANA B - 2011 A 2020, MONZA - 1982 A 1996, PRISMA A - 2007 A 2012, TIGRA - 1998 A 2000
9;93346293;JUNTA DO CABEÇOTE;12;82,17;82,24;82,11;300,13;300,13;13;6;10;7;12;16;A;16/07/2026;03/08/2026;MAL54;A;107AC1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CORSA A - 1994 A 2017, CORSA B - 2002 A 2012, CORSA PICK-UP - 1994 A 2017, CORSA WAGON - 1994 A 2017, MERIVA - 2002 A 2012, MONTANA A - 2004 A 2011, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019
