Cod Empresa;Cod Item;Descricao;Qtde;C Cst Ctbil;F Cst For;Cst Cbil For;Pven Ic;Pven For;M1;M2;M3;M4;M5;M6;Curva;Ultima Compra;Ultima Venda;Pedido;Curva Portal;Locacao;Nome Fornecedor;Possui Pis;Possui Cofins;Status;Forn;Aplicacao
9;11516077;PORCA;4;2,01;2,79;2,76;13,42;13,42;0;3;1;2;0;3;B;08/05/2025;17/06/2026;PEAB10;B;112BJ1;GM - Brasil;Sim;Sim;Ativo;1;CAMARO CONV. B - 2017 A 2021, CAMARO COUPE NG - 2017 A 2021, CAPTIVA - 2008 A 2017, CELTA - 2001 A 2016, COBALT - 2012 A 2020, CRUZE A - 2012 A 2016, MALIBU - 2013 A 2013, OMEGA C - 2011 A 2011, ONIX - 2013 A 2019, PRISMA A - 2007 A 2012, PRISMA B - 2013 A 2019, S10 B - 2012 A 2020, SONIC - 2012 A 2014, SPIN - 2013 A 2020, TRACKER B - 2014 A 2019, TRAILBLAZER - 2013 A 2020
9;11519375;PARAFUSO;4;25,97;1,46;25,97;64,12;64,12;0;0;0;0;0;0;D;22/01/2025;27/12/2025;GIR153;D;108SD1;GM - Brasil;Sim;Sim;Ativo;1;BOLT EV - 2017 A 2020, CAMARO - 2017 A 2018, CAMARO CONV - 2014 A 2015, CAPTIVA - 2008 A 2017, CRUZE - 2012 A 2016, EQUINOX - 2018 A 2020, MALIBU NOVO - 2013 A 2013, ONIX - 2020 A 2021, S-10 - 2012 A 2021, TRACKER - 2021 A 2021, TRAIBLAIZER - 2013 A 2021
9;11546389;PORCA;11;9,94;25,97;9,94;54,57;54,57;0;8;0;4;16;0;B;08/07/2026;17/06/2026;CVA160;B;105PG1;GM - Brasil;Sim;Sim;Ativo;1;
9;11547421;PARAFUSO;90;0,63;0,84;1,04;2,64;2,64;17;8;12;32;15;15;A;05/06/2026;31/07/2026;CVA16M;A;113DD1;GM - Brasil;Sim;Sim;Ativo;1;BOLT EV - 2020 A 2020, CAMARO - 2017 A 2020, CRUZE - 2016 A 2017, CRUZE - 2018 A 2020, EQUINOX - 2018 A 2020, ONIX NOVO - 2020 A 2020, TRACKER 3 - 2021 A 2021
9;11547601;GRAMPO PAINEL ACAB VIDRO LAT TRAS;1;42,02;42,02;42,02;119,98;119,98;0;0;5;0;0;0;C;16/05/2026;29/05/2026;ZZ0528;C;112AG2;GM - Brasil;Sim;Sim;Ativo;1;EQUINOX - 2018 A 2020, ONIX NOVO - 2020 A 2021, TRACKER 2 - 2014 A 2020, TRACKER 3 - 2021 A 2021
9;11548182;PARAFUSO TENSIONADOR CORREIA;1;3,33;3,33;3,33;6,47;6,47;0;0;0;1;0;0;D;11/12/2024;13/04/2026;NF 621179 OCT;D;111AH1;GM - Brasil;Sim;Sim;Ativo;1;
9;11548270;PARAFUSO;20;21,91;21,91;21,91;46,02;46,02;0;0;0;20;0;0;C;02/06/2026;30/04/2026;PDS04;C;105AD2;GM - Brasil;Sim;Sim;Ativo;1;BOLT EV - 2017 A 2020, CAMARO - 2017 A 2020, CRUZE - 2016 A 2017, CRUZE - 2018 A 2018, EQUINOX - 2018 A 2020, ONIX NOVO - 2020 A 2021, TRACKER 3 - 2021 A 2021
9;11548292;PARAFUSO ROSCADO DE;8;4,42;6,06;6,05;10,91;10,91;2;2;6;0;6;0;A;08/07/2026;24/07/2026;CVA160;A;108QD1;GM - Brasil;Sim;Sim;Ativo;1;
9;11548564;PARAFUSO TRAVA TAMPA COMPART TRAS;8;1,22;1,05;1,37;78,34;78,34;0;8;0;4;0;0;B;07/02/2026;17/06/2026;CVA78;B;111PB1;GM - Brasil;Sim;Sim;Ativo;1;
9;11548579;PORCA AÇO RETANGULAR;45;0,55;0,76;0,74;3,00;3,00;0;8;16;19;21;9;A;05/06/2026;01/07/2026;CVA16M;A;105QH1;GM - Brasil;Sim;Sim;Ativo;1;EQUINOX - 2018 A 2019, ONIX - 2013 A 2019
9;11549137;RETENTOR MOLDURA;2;53,20;0,01;53,20;160,10;160,10;0;0;0;0;0;0;D;02/04/2024;12/04/2024;DD0363 WASHINGT;D;105BG1;GM - Brasil;Sim;Sim;Ativo;1;EQUINOX - 2018 A 2020
9;11549159;PARAFUSO ROSCADO DE;4;6,20;6,20;6,20;14,84;6,14;0;0;0;0;0;0;D;15/07/2025;31/07/2025;ZZ0722;D;106CG1;GM - Brasil;Sim;Sim;Ativo;1;
9;11562183;PORCA;1;103,93;155,40;150,42;237,55;237,55;1;0;0;0;0;0;C;26/02/2026;30/07/2026;CVA94;C;109AC2;GM - Brasil;Sim;Sim;Ativo;1;
9;11569992;PARAFUSO;1;5,58;5,58;7,57;11,56;11,56;0;0;0;0;0;0;D;19/01/2026;31/07/2024;ZZ0123;D;105AD1;GM - Brasil;Sim;Sim;Ativo;1;
9;11570368;PARAFUSO ROSCADO DE;1;24,47;0,01;24,47;77,99;77,99;0;0;0;0;0;0;D;22/05/2024;;ZZ0539 WASINHG;D;113DC1;GM - Brasil;Sim;Sim;Ativo;1;
9;11570498;PARAFUSO;11;1,15;0,82;1,15;53,25;53,25;0;5;0;0;4;0;B;02/07/2026;17/06/2026;RA0677;B;107CD2;GM - Brasil;Sim;Sim;Ativo;1;BOLT EV - 2017 A 2020, CAMARO - 2017 A 2017, CAMARO CONV - 2014 A 2015, CAMARO COUP - 2011 A 2015, CAPTIVA - 2008 A 2017, MALIBU NOVO - 2013 A 2013, OMEGA - 2011 A 2011, ONIX - 2017 A 2019, ONIX - 2020 A 2021, PRISMA - 2017 A 2019, TRACKER - 2014 A 2020, TRACKER - 2021 A 2021
9;11570499;PARAFUSO PARALAMA PARABARRO;7;3,99;5,51;5,42;8,43;8,43;0;0;0;4;3;3;B;16/04/2026;09/04/2026;RA0442;B;110SJ3;GM - Brasil;Sim;Sim;Ativo;1;CAMARO - 2011 A 2015, COBALT - 2012 A 2020, CRUZE B - 2017 A 2019, CRUZE A  - 2012 A 2016, EQUINOX - 2018 A 2019, ONIX - 2013 A 2019, SPIN - 2013 A 2020, TRACKER B - 2014 A 2019
9;11570637;PARAFUSO ROSCADO PRETO PARABARRO;32;1,63;1,33;2,25;29,46;29,46;10;9;18;6;38;32;A;08/07/2026;31/07/2026;CVA160;A;107PP1;GM - Brasil;Sim;Sim;Ativo;1;AGILE - 2010 A 2014, CAMARO - 2011 A 2015, CAMARO CONV. - 2014 A 2015, COBALT - 2012 A 2020, CRUZE A  - 2012 A 2016, MALIBU - 2013 A 2013, MONTANA B - 2011 A 2020, OMEGA C - 2011 A 2011, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, S10 B - 2012 A 2020, SONIC - 2012 A 2014, TRACKER B - 2014 A 2019, TRAILBLAZER - 2013 A 2020
9;11571162;PARAFUSO;1;2,75;2,40;2,75;6,52;6,52;0;0;0;3;0;0;C;07/02/2025;04/05/2026;DD0206;C;112PB1;GM - Brasil;Sim;Sim;Ativo;1;
9;11588261;PARAFUSO ESCAPAMENTO;3;10,50;10,50;10,50;25,34;25,34;0;0;0;0;0;0;D;06/01/2026;27/11/2025;PFHY03;D;109BG1;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;11588563;PRISIONEIRO PARAFUSO RODA;2;14,45;14,27;14,45;35,28;35,28;0;0;0;0;0;0;D;28/07/2026;16/01/2026;RA0721;D;112CG1;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;11588818;PRESILHA SOLEIRA DEGRAU PARACHOQUE;22;8,08;8,14;9,14;16,83;16,83;10;0;5;4;0;0;B;07/02/2026;14/07/2026;CVA79;B;108QG1;GM - Brasil;Sim;Sim;Ativo;1;COBALT - 2012 A 2020, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, S10 B - 2012 A 2020, TRACKER B - 2014 A 2019
9;11588882;GRAMPO LE;2;6,57;8,65;7,63;16,05;16,05;0;0;0;0;0;0;D;21/01/2026;30/12/2025;RA0115;D;106QG1;GM - Brasil;Sim;Sim;Ativo;1;COBALT - 2012 A 2020, ONIX - 2013 A 2019, S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;11589289;RETENTOR GRAMPO;70;0,47;0,60;0,57;7,25;7,25;7;0;30;17;33;3;A;02/06/2026;18/07/2026;CVA01M;A;105PA1;GM - Brasil;Sim;Sim;Ativo;1;CAMARO - 2011 A 2015, CAMARO CONV. - 2014 A 2015, COBALT - 2012 A 2020, CRUZE A  - 2012 A 2016, EQUINOX - 2018 A 2019, MALIBU - 2013 A 2013, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, SONIC - 2012 A 2014, TRACKER B - 2014 A 2019, TRAILBLAZER - 2013 A 2020
9;11589293;REBITE PINO BOTAO PRESILHA GRAMPO;11;1,12;1,11;1,12;14,13;14,13;0;5;9;4;0;4;A;08/07/2026;18/06/2026;CVA160;A;109HG1;GM - Brasil;Sim;Sim;Ativo;1;CAMARO - 2011 A 2015, CAMARO CONV. - 2014 A 2015, COBALT - 2012 A 2020, CRUZE A  - 2012 A 2016, CRUZE B - 2017 A 2019, EQUINOX - 2018 A 2019, MALIBU - 2013 A 2013, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, SONIC - 2012 A 2014, TRACKER B - 2014 A 2019
9;11589295;REBITE PRESILHA;29;7,26;7,32;8,36;15,34;15,34;0;15;12;0;5;5;A;08/07/2026;24/06/2026;CVA161;A;110BD1;GM - Brasil;Sim;Sim;Ativo;1;CAMARO - 2011 A 2015, CAMARO CONV. - 2014 A 2015, CAPTIVA - 2008 A 2017, COBALT - 2012 A 2020, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, SONIC - 2012 A 2014
9;11589329;GRAMPO MOLDURA PAINEL INSTRUMENTOS;4;0,11;0,11;0,11;5,85;5,85;0;0;0;0;2;0;C;23/03/2026;30/03/2026;DD0341;C;106DG3;GM - Brasil;Sim;Sim;Ativo;1;CAMARO - 2011 A 2015, CAMARO CONV. - 2014 A 2015, CAMARO CONV. B - 2017 A 2021, CAMARO COUPE NG - 2017 A 2021, CAPTIVA - 2008 A 2017, COBALT - 2012 A 2020, CRUZE A - 2012 A 2016, CRUZE B - 2017 A 2019, EQUINOX - 2018 A 2019, MALIBU - 2013 A 2013, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, S10 B - 2012 A 2020, SONIC - 2012 A 2014, SPIN - 2013 A 2020, TRACKER B - 2014 A 2019, TRAILBLAZER - 2013 A 2020
9;11602886;PORCA NAO ROSCADA DE;4;3,35;4,79;9,48;7,33;7,33;0;4;0;4;0;0;B;09/02/2026;22/06/2026;CVA79;B;112BH1;GM - Brasil;Sim;Sim;Ativo;1;
9;11604729;RETENTOR-LANTERNA TR;3;75,04;97,63;111,13;153,08;153,08;1;1;0;0;0;0;C;02/06/2026;31/07/2026;PDS04;C;106PJ1;GM - Brasil;Sim;Sim;Ativo;1;
9;11609952;GRAMPO PARACHOQUE EXT PARABARRO;428;2,52;2,54;2,52;5,32;5,32;259;208;207;200;321;211;A;08/07/2026;31/07/2026;CVA162;A;110TC1;GM - Brasil;Sim;Sim;Ativo;1;CAMARO - 2011 A 2015, CAMARO CONV. - 2014 A 2015, COBALT - 2012 A 2020, CRUZE A  - 2012 A 2016, CRUZE B - 2017 A 2019, EQUINOX - 2018 A 2019, MALIBU - 2013 A 2013, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, S10 B - 2012 A 2020, SONIC - 2012 A 2014, TRACKER B - 2014 A 2019, TRAILBLAZER - 2013 A 2020
9;11609971;RETENTOR ARMAZENAMENTO MACACO;2;62,28;59,26;62,28;124,51;124,51;0;1;2;0;0;0;B;14/07/2026;26/06/2026;CVA170;B;109AJ2;GM - Brasil;Sim;Sim;Ativo;1;
9;11610164;PARAFUSO VOLANTE DIREÇÃO M15X1.5X29MM;2;7,34;10,25;7,33;15,67;15,67;0;0;0;1;0;3;A;25/03/2026;22/04/2026;CVA113;A;110PD2;GM - Brasil;Sim;Sim;Ativo;1;BOLT EV - 2017 A 2020, CAMARO - 2017 A 2019, CAMARO - 2014 A 2015, CAMARO - 2012 A 2015, COBALT - 2012 A 2020, CRUZE - 2016 A 2017, CRUZE - 2012 A 2016, CRUZE - 2018 A 2021, EQUINOX - 2018 A 2020, MALIBU NOVO - 2013 A 2013, OMEGA - 2006 A 2009, OMEGA - 2011 A 2011, ONIX - 2013 A 2021, ONIX NOVO - 2020 A 2020, PRISMA - 2013 A 2021, S-10 - 2012 A 2021, SONIC - 2012 A 2014, SPIN - 2013 A 2021, TRACKER 2 - 2014 A 2020, TRACKER 3 - 2021 A 2021, TRAILBLAZER - 2013 A 2021
9;11610544;PORCA;1;8,99;8,07;8,99;18,97;18,97;2;0;0;0;0;0;D;23/07/2024;21/07/2026;DD0746;D;106CD1;GM - Brasil;Sim;Sim;Ativo;1;
9;11610584;PARAFUSO ROSCADO;1;47,99;51,98;78,35;128,63;128,63;0;0;0;0;0;0;D;28/04/2025;29/04/2025;RA0432;D;112PD1;GM - Brasil;Sim;Sim;Ativo;1;
9;11610926;PRESILHAS GRAMPO FIXACAO;3;16,04;22,81;23,21;34,35;34,35;0;0;0;0;0;0;D;26/12/2025;02/02/2026;ZZ1253;D;106AD3;GM - Brasil;Sim;Sim;Ativo;1;COBALT - 2012 A 2020, CRUZE A  - 2012 A 2016, CRUZE B - 2017 A 2019, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, S10 B - 2012 A 2020, TRACKER B - 2014 A 2019, TRAILBLAZER - 2013 A 2020
9;11610973;PARAFUSO ROSCADO DE;2;9,41;9,41;9,41;19,77;19,77;0;0;0;0;0;0;D;31/07/2026;28/04/2021;DD0759;D;105BJ1;GM - Brasil;Sim;Sim;Ativo;1;
9;11611063;PARAFUSO PRISIONEIRO CUBO RODA;6;16,98;22,47;22,55;36,00;36,00;2;4;9;1;2;2;A;08/07/2026;27/07/2026;CVA160;A;107PH1;GM - Brasil;Sim;Sim;Ativo;1;COBALT - 2012 A 2020, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, SPIN - 2013 A 2020, TRACKER B - 2014 A 2019
9;11611177;PARAFUSO;1;120,78;120,78;120,78;253,79;253,79;0;0;0;0;0;0;D;31/07/2026;27/06/2024;ZZ0704;D;105AG1;GM - Brasil;Sim;Sim;Ativo;1;
9;11611225;PARAFUSO;2;0,84;1,13;1,17;2,35;2,35;0;0;0;0;4;0;C;09/02/2026;16/03/2026;CVA78;C;107CC1;GM - Brasil;Sim;Sim;Ativo;1;
9;11612034;PORCA;2;5,35;5,35;5,35;11,28;11,28;0;0;0;6;0;0;C;02/06/2026;30/04/2026;PDS04;C;112PB1;GM - Brasil;Sim;Sim;Ativo;1;
9;11612035;GRAMPO PRESILHA PLASTICO 22MM;17;1,01;0,52;0,98;16,69;16,69;6;6;0;23;18;13;A;08/07/2026;14/07/2026;CVA160;A;106CA1;GM - Brasil;Sim;Sim;Ativo;1;CAMARO - 2011 A 2015, CRUZE B - 2017 A 2019, CRUZE A  - 2012 A 2016, EQUINOX - 2018 A 2019, MALIBU - 2013 A 2013, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, SONIC - 2012 A 2014, TRACKER B - 2014 A 2019
9;11900172;PARAFUSO;4;2,88;2,88;2,88;6,36;6,36;0;0;0;0;0;0;D;07/10/2025;30/06/2025;DDS999;D;113GG1;GM - Brasil;Sim;Sim;Ativo;1;CELTA - 2011 A 2016, CORSA NOVO - 2006 A 2012, MERIVA - 2006 A 2012, MONTANA - 2006 A 2011, PRISMA - 2011 A 2012, S-10 - 2012 A 2021, S-10 - 2012 A 2015
9;12378526;ÓLEO COMPRESSOR AR CONDICIONADO;2550;0,31;0,53;0,31;1,00;1,00;850;750;700;600;900;850;A;06/07/2026;31/07/2026;ALMIRANTE DIST.ESTOQ;A;1SALA A1;GM - Brasil;Sim;Sim;Ativo;1;BLAZER - 1996 A 2011, OMEGA A - 1993 A 1998, OMEGA B - 1999 A 2009, S-10 - 1995 A 2011, SILVERADO - 1997 A 2002, VECTRA A - 1994 A 1996, VECTRA B - 1997 A 2005
9;12471330;ESPAÇADOR ROLAMENTO;2;5,05;196,60;5,05;13,13;19,62;0;0;0;0;0;0;D;10/02/2025;27/11/2024;ZED73;D;112DD1;GM - Brasil;Sim;Sim;Ativo;1;
9;12471586;RETENTOR DO SEMI-EIXO DIANTEIRO;6;27,08;27,09;27,08;84,90;84,90;429;10;0;285;55;95;A;28/07/2026;31/07/2026;MAL08;A;198BB1;GM - Brasil;Sim;Sim;Ativo;1;BLAZER - 1996 A 2011, S10 A - 1995 A 2011
9;12479267;VEDADOR;3;60,95;60,95;60,95;150,61;150,61;2;10;5;0;5;2;A;29/07/2026;16/07/2026;RA0722;A;109HC1;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12565836;VEDADOR DE VÁLVULAS;3;192,41;289,32;262,56;475,87;475,87;0;0;0;0;0;0;D;05/12/2024;19/12/2024;ZZ1165;D;113BD1;GM - Brasil;Sim;Sim;Ativo;1;CAPTIVA - 2008 A 2017, EQUINOX - 2018 A 2019, OMEGA B - 1999 A 2009, OMEGA C - 2011 A 2011, S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12591866;VEDADOR ÓLEO TRASEIRO VIRABREQUIM;8;319,52;472,76;472,76;704,67;704,67;0;1;0;0;1;2;B;24/09/2025;17/06/2026;BST30;B;113CD1;GM - Brasil;Sim;Sim;Ativo;1;CAPTIVA - 2008 A 2017, EQUINOX - 2008 A 2020, MALIBU - 2010 A 2012, MALIBU NOVO - 2013 A 2013, S-10 - 2015 A 2021
9;12594875;ISOLADOR PROTETOR;12;43,11;43,11;56,20;81,94;81,94;8;1;13;4;6;7;A;08/07/2026;20/07/2026;CVA162;A;110AC1;GM - Brasil;Não;Não;Ativo;1;CAMARO - 2017 A 2020, S-10 - 2012 A 2021, TRAIBLAZER - 2013 A 2021
9;12605566;FILTRO DE ÓLEO;14;17,92;17,56;17,92;51,31;51,31;0;0;0;1;2;0;B;05/06/2026;14/04/2026;MAL55;B;146AJ1;GM - Brasil;Não;Não;Ativo;1;CAPTIVA - 2008 A 2017, MALIBU - 2013 A 2013
9;12613249;VEDADOR TUBO CABO DE VELAS;3;79,24;79,23;79,24;166,63;166,63;0;2;0;2;0;0;C;26/06/2026;10/06/2026;CVA151;C;106CD1;GM - Brasil;Sim;Sim;Ativo;1;
9;12616850;ORING BUJÃO DRENO DO ÓLEO;2226;6,72;8,78;8,87;14,76;14,76;785;950;842;752;858;718;A;27/07/2026;03/08/2026;JLL11;A;112TD1;GM - Brasil;Sim;Sim;Ativo;1;CAPTIVA - 2008 A 2017, CRUZE A - 2012 A 2016, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019, SONIC - 2012 A 2014, SPIN - 2013 A 2020, TRACKER B - 2014 A 2019
9;12625214;BALANCIM ROLETADO;192;129,75;129,79;160,06;245,58;245,58;0;16;80;0;18;73;A;02/06/2026;09/06/2026;RA0581;A;109BH3;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12625395;ARRUELA;2;64,75;64,75;64,75;131,96;131,96;0;0;0;1;0;1;C;28/04/2026;15/04/2026;RA0449;C;105AJ1;GM - Brasil;Sim;Sim;Ativo;1;TRAILBLAZER
9;12625396;ARRUELA ENCOSTO VIRABREQUIM;3;60,01;39,22;60,01;79,94;79,94;0;0;2;2;0;1;B;02/06/2026;07/05/2026;CVA02M;B;108PG1;GM - Brasil;Sim;Sim;Ativo;1;TRAILBLAZER
9;12625417;RETENTOR TRASEIRO VIRABREQUIM;12;113,83;113,83;148,09;217,52;217,52;2;5;3;3;8;1;A;27/07/2026;15/07/2026;JLL11;A;112QB1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12625458;BIELA DO MOTOR;2;350,59;325,10;325,10;928,10;928,10;2;4;5;5;4;4;A;28/04/2026;15/07/2026;VR106;A;113DJ1;GM - Brasil;Não;Não;Ativo;1;
9;12625560;TENSOR DA CORREIA DENTADA;4;216,75;216,75;216,75;622,50;622,50;2;0;0;2;4;3;A;25/06/2026;29/07/2026;ABRR56;A;198PB;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12627108;ENGRENAGEM DA ARVORE;1;529,76;529,76;529,76;756,51;756,51;0;0;0;0;0;0;D;;;;D;108PG1;GM - Brasil;Sim;Sim;Ativo;1;
9;12627134;CORREIA ACESSÓRIOS POLY-V 5PK1765;4;66,71;66,03;66,71;168,81;168,81;2;1;0;0;3;1;A;13/07/2026;29/07/2026;COPA53;A;107DK1;GM - Brasil;Sim;Sim;Ativo;1;S-10 - 2015 A 2019
9;12628104;JUNTA RESFRIADOR DE ÓLEO;2;213,34;216,81;213,34;414,76;414,76;1;1;2;0;0;1;B;26/06/2026;29/07/2026;CVA151;B;110BH1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12630461;PARAFUSO;36;6,91;6,91;6,91;14,08;14,08;18;43;8;32;18;8;A;24/07/2026;29/07/2026;CVA149;A;109AD1;GM - Brasil;Sim;Sim;Ativo;1;S10 NOVA CAB SIMPLES S10 NOVA CAB ESTEND S10 NOVA CAB DUPLA
9;12632174;VÁLVULA SOLENÓIDE DO CANISTER;6;167,44;167,62;167,44;299,20;299,20;2;0;4;1;1;2;A;05/06/2026;27/07/2026;CVA11M;A;109GK1;GM - Brasil;Não;Não;Ativo;1;CRUZE - 2016 A 2017, CRUZE - 2018 A 2021, EQUINOX - 2018 A 2020, S-10 - 2015 A 2021, TRACKER 2 - 2017 A 2020
9;12632412;BICO ÓLEO DO PISTÃO;17;52,38;52,55;67,77;100,44;100,44;13;8;16;8;8;12;A;08/07/2026;29/07/2026;CVA162;A;107RD1;GM - Brasil;Não;Não;Ativo;1;S-10 - 2012 A 2021, TRAIBLAZER - 2013 A 2021
9;12633154;VARETA DE NÍVEL DO ÓLEO;1;51,55;51,55;69,77;110,71;110,71;2;1;2;1;0;0;A;07/02/2026;24/07/2026;CVA80;A;106RJ1;GM - Brasil;Sim;Sim;Ativo;1;S-10 - 2015 A 2021
9;12636838;FILTRO DE ÓLEO;868;43,19;35,84;59,67;142,11;142,11;169;201;191;196;203;174;A;13/07/2026;01/08/2026;COPA46;A;114QB;GM - Brasil;Sim;Sim;Ativo;1;"S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
FILTRO ACDELCO *19522326*"
9;12637739;JUNTA COLETOR DE ADMISSÃO;2;103,81;104,81;103,81;199,21;199,21;1;0;1;0;2;0;B;30/07/2026;22/07/2026;RA0726;B;109AH1;GM - Brasil;Não;Não;Ativo;1;S-10 - 2014 A 2021, TRAILBLAZER - 2014 A 2021
9;12638536;JUNTA DO COLETOR INTERNO;2;11,45;11,64;11,45;24,46;24,46;2;0;0;1;1;2;B;30/07/2026;22/07/2026;RA0726;B;111BG1;GM - Brasil;Sim;Sim;Ativo;1;S-10 - 2014 A 2021, TRAILBLAZER - 2014 A 2021
9;12640381;BICO INJETOR DE COMBUSTÍVEL;24;1.359,49;1.508,45;1.545,93;3.308,19;3.308,19;7;12;1;2;19;4;A;13/07/2026;17/07/2026;COPA43;A;105DJ2;GM - Brasil;Não;Não;Ativo;1;
9;12640384;VELA PRE AQUECIMENTO;4;80,84;89,11;80,84;135,41;135,41;0;0;0;0;0;0;D;25/04/2024;26/04/2024;CICAL JOEL,;D;105PD1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12641073;SENSOR TEMPERATURA LÍQUIDO MOTOR;5;121,52;167,66;121,52;311,31;311,31;2;2;2;2;0;1;A;25/06/2026;24/07/2026;COPA18;A;108SG1;GM - Brasil;Sim;Sim;Ativo;1;BOLT EV - 2017 A 2020, CRUZE - 2016 A 2017, CRUZE - 2018 A 2021, EQUINOX - 2020 A 2020, S-10 - 2015 A 2021, TRACKER 2 - 2017 A 2019
9;12641662;JUNTA RESFRIADOR VÁLVULA EGR;2;27,08;27,07;36,08;73,96;73,96;1;0;0;0;3;1;B;21/07/2026;16/07/2026;MAL54;B;108AA2;GM - Brasil;Sim;Sim;Ativo;1;
9;12642175;JUNTA VEDAÇÃO TURBO COMPRESSOR;2;59,87;59,87;59,87;126,05;126,05;0;1;0;2;0;0;B;22/06/2026;16/06/2026;RA0675;B;105DA1;GM - Brasil;Sim;Sim;Ativo;1;
9;12642186;JUNTA COLETOR;3;130,87;130,88;174,25;274,99;274,99;1;3;1;1;1;0;A;13/07/2026;31/07/2026;CVA161;A;112SD2;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12642203;RETENTOR DIANTEIRO VIRABREQUIM;6;29,73;29,74;39,55;73,73;73,73;2;3;3;3;3;0;A;02/07/2026;27/07/2026;CVA160;A;106CH1;GM - Brasil;Sim;Sim;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12643563;RETENTOR COMANDO DE VÁLVULAS;21;27,11;27,19;35,34;61,20;61,20;0;7;6;8;8;7;A;02/07/2026;29/06/2026;CVA161;A;110QG2;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12643564;SELO MOTOR 43MM COMANDO CABEÇOTE;27;13,84;13,90;18,20;31,26;31,26;6;13;22;6;7;14;A;02/07/2026;09/07/2026;RA0677;A;107GJ1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12643582;JUNTA TAMPA DE VÁLVULA;7;92,89;89,68;117,49;187,46;187,46;3;6;6;2;3;4;A;14/07/2026;31/07/2026;CVA170;A;112TG1;GM - Brasil;Não;Não;Ativo;1;S-10 - 2014 A 2021, TRAIBLAZER - 2014 A 2021
9;12643708;SONDA LAMBDA POS CATALISADOR;1;270,93;222,11;222,13;676,89;676,89;3;0;3;2;0;1;A;02/07/2026;17/07/2026;COPA43;A;108CG1;GM - Brasil;Sim;Sim;Ativo;1;COBALT - 2012 A 2020, MONTANA B - 2011 A 2020, ONIX - 2013 A 2019, PRISMA B - 2013 A 2019
9;12644510;TENSIONADOR CORREIA DENTADA;41;235,49;316,51;329,65;650,09;650,09;14;17;15;13;15;10;A;29/07/2026;30/07/2026;JLL17;A;197AB;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12645126;BOMBA ÁGUA;8;298,87;358,62;358,62;729,82;729,82;14;20;21;6;11;3;A;18/06/2026;30/07/2026;MAL29;A;198BC1;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020, TRAILBLAZER - 2013 A 2020
9;12648979;JUNTA DO CABEÇOTE;2;227,33;227,33;332,89;689,19;689,19;1;0;1;3;1;0;B;22/05/2026;21/07/2026;MAL05;B;109HP1;GM - Brasil;Sim;Sim;Ativo;1;
9;12654110;VELAS IGNICAO;24;58,88;58,88;58,88;108,67;108,67;0;16;4;8;8;8;A;14/07/2026;25/06/2026;CVA170;A;110QK2;GM - Brasil;Não;Não;Ativo;1;S10 B - 2012 A 2020
9;12656444;SENSOR TEMPERATURA;2;125,19;119,87;125,19;296,48;296,48;5;1;1;0;0;0;B;25/06/2026;01/08/2026;COPA18;B;112AH1;GM - Brasil;Sim;Sim;Ativo;1;
